"Row.names","logFC","logCPM","PValue","FDR","dko","sko"
"Zfp9",-0.533034889178224,3.38447796195108,0.00697780529607662,0.103956814160573,155.5,225
"B4galnt1",0.359396998840064,4.07396113427959,0.00698994470287856,0.103961036392695,344.25,268.5
"Rab3a",0.39210981188163,3.39977266104277,0.00700046392388212,0.103995140923288,217.25,165.5
"Ybx1",0.175113612517513,9.19869522993431,0.00702762641496814,0.104276118706605,11435.5,10128.5
"Lum",-0.583974442361688,6.445152161605,0.00704340771268124,0.104387761200136,1278.25,1916.25
"Akr1c14",-0.442220209876928,3.65039034137172,0.00708614574114063,0.104409154381701,194.5,264
"Arrdc1",0.220291075986067,6.26267173348375,0.00705843921562223,0.104409154381701,1514.25,1299.25
"Ndrg2",-0.22499662311264,6.15946344078182,0.0070841373909908,0.104409154381701,1208,1412
"Nr2c2ap",0.522824014945173,2.19720144089864,0.00707721750507572,0.104409154381701,96.5,67
"Slc6a8",-0.206621172300404,5.68158457105277,0.00706658586426817,0.104409154381701,873,1007.75
"Rfc3",0.230326942188637,5.70729475074934,0.00710485652010676,0.104562975701036,1033,880.5
"Bmp4",-0.497601793211175,3.17989411031979,0.00714694541732,0.105060097634604,136.25,192.75
"Plekha6",0.244515187681042,5.9838156805279,0.00717410837419897,0.105336908323604,1256.75,1061.25
"Kcnq1ot1",0.570270922990917,2.17135459219372,0.00718408701492243,0.105361053413746,96,64.5
"Stk17b",-0.352692934539304,6.92354367211872,0.00719796899438422,0.10544232216339,1955.25,2496.75
"Lrrn4",-0.766635488108869,2.82171498564709,0.00724631770742912,0.106027718121897,94.75,162
"Arhgap8",0.29956867588758,4.8493821614539,0.00727597667990488,0.106338609465153,581,472
"Sepp1",-0.298868353271923,7.75430046617492,0.00729832888607606,0.106542117526297,3552,4370.5
"Ccdc92",-0.466693235739784,2.97613189683724,0.00731717481590263,0.10669403001458,120,166.25
"Adra1a",0.571495757911915,2.51174099571565,0.00732941539352511,0.106749388715374,121.75,82.25
"Acer3",0.277989561442883,6.94191902833407,0.00735027572150314,0.106818065015718,2470.5,2037.75
"Ppap2a",-0.299888261338634,4.68597180835037,0.00735102962851403,0.106818065015718,421.75,519.5
"Lrrc32",-0.439731870797415,3.63893439796584,0.00736510097529915,0.106899663065134,192.75,261.5
"Ldlrad4",-0.334895104494709,4.47209136151164,0.0073773969337866,0.106955334904736,358.5,452.5
"Ttk",0.253653801572896,5.52001079557223,0.0074978696876993,0.108577398157955,913.25,766.25
"1700011H14Rik",0.847792791865292,2.24512507541707,0.00753725682860117,0.108797676093136,108.75,60.25
"Hpcal1",0.20511808853274,5.84480644444167,0.0075277352974213,0.108797676093136,1127.25,977.25
"Veph1",0.536009186910896,2.79966120723666,0.00753889924518172,0.108797676093136,148.5,102.5
"2610507I01Rik",-0.704558034253134,2.26651169573,0.00757279533666343,0.108954689266,66,107.25
"Agap1",-0.272674550920503,6.16505546468417,0.00756638287444008,0.108954689266,1191.5,1439
"Apobec3",0.218265817716199,6.92104255183753,0.007592871479461,0.108954689266,2389.75,2054
"Chordc1",-0.285270611666023,6.30927151366509,0.00759004964582388,0.108954689266,1311,1597.25
"Nrgn",0.582955647140339,2.94266301856046,0.00757598171127183,0.108954689266,166.25,111
"Ltbp2",0.541352738910984,3.41345264672104,0.00764882620802398,0.109633175648344,228.5,157.25
"U2af1",0.2378299116788,5.19931084288395,0.00766296025126983,0.109711374288282,727,616.5
"Ehd4",0.197821140980852,6.70129581345211,0.00767446126973566,0.109751741371039,2038,1776.75
"Syt11",-0.310145748730331,4.29373045978928,0.00768638218385971,0.109798015331474,320.25,397
"Atf5",-0.273818456048229,6.29617147485027,0.00776521373070652,0.110673993217127,1304.5,1576.5
"Ttpa",0.413482883797146,3.55006660083396,0.00776189981692124,0.110673993217127,243,182.25
"Plat",-0.307782435621917,8.41376567606018,0.00782478550454291,0.11139745309508,5592.75,6922.5
"Dusp8",-0.51039367834854,3.41816632740511,0.00786883108565986,0.111898495596076,160.5,228.75
"Gm2000",0.664640503297524,2.36481214730856,0.00791439550730179,0.112419986520572,112.5,71
"Megf6",-0.336418493131379,4.21227312462209,0.00793830532224782,0.112633059353375,299.25,378.25
"Birc5",0.220650654144173,6.57362166652618,0.00799943227844102,0.112974771840268,1878.75,1612.5
"Cars2",0.246798742789563,4.81575417707051,0.00800057911408685,0.112974771840268,558.5,470.75
"Fkbp14",-0.32424157892447,4.77402518673808,0.00800707131536783,0.112974771840268,444.5,556.5
"Gramd3",0.198635387256562,7.74798875362027,0.00800134813783816,0.112974771840268,4214.25,3672
"Jade2",0.319549423942769,4.2524577535117,0.00797902747599691,0.112974771840268,386,309.25
"Blm",0.253120019991432,5.18539078440695,0.00804892465031602,0.1134023028205,724,607.25
"Fkbp10",-0.247417876225466,6.20534124666147,0.00805531307805796,0.1134023028205,1237,1468
"Kif21a",0.253375877645223,5.94079064488487,0.00809074207507285,0.113707008781241,1223.75,1026.25
"Sipa1l2",-0.275905852364904,5.86634253968027,0.00809494604517617,0.113707008781241,967,1170.5
"Zswim4",0.286741200894371,4.59733801178324,0.00811605822539131,0.113877034500995,485.25,398
"Cdk1",0.198645993129437,7.77610643931509,0.00818121128243725,0.114663939060501,4297.25,3744.75
"Col8a2",-0.248687731777191,5.88626213483372,0.00819435403847388,0.114720956538634,990.75,1176.75
"Cc2d1a",0.246904088024233,6.16675370503293,0.008233570036913,0.115107342038765,1428.75,1203.75
"Tes",-0.211678688167399,7.55170138521385,0.00824016330842292,0.115107342038765,3189.75,3693.75
"1700052N19Rik",0.243653422535331,5.23187925846497,0.00827106465479035,0.115173447061843,745,629.75
"Bub1",0.209994769717267,6.22826711593806,0.00828133708109597,0.115173447061843,1473.25,1274
"Pear1",0.226404134404162,5.5227871137007,0.00827943471553924,0.115173447061843,907.75,775.25
"Rsph3a",-0.595495190971719,1.95327805567849,0.00827740190579341,0.115173447061843,55.25,83.5
"Ephx1",0.227650979108591,6.5342351804043,0.0083198985158811,0.115582590151394,1832.5,1565
"Mylip",0.256515904825304,5.86729955062459,0.00834611410202807,0.115732780065264,1163.25,973.75
"Trmt2b",0.215442830840704,6.06599855888731,0.00834901878021839,0.115732780065264,1318.5,1135.5
"Phf14",0.231224544425718,6.40777377918612,0.0084299758637906,0.116727004238818,1680.5,1431.5
"Ap1s3",-0.218484067508902,6.12425601512043,0.00843949050808883,0.116730896064835,1182,1374.75
"Rcn3",-0.248729282521017,6.6618029775232,0.0084545593026118,0.116811517708873,1697.25,2016
"Pkia",-0.404502727079926,4.32225751472544,0.00849141233478941,0.117192614341056,314.5,416.75
"Gm6404",0.588685091602106,2.28015647333046,0.00857142160419606,0.118167842879222,104,69
"Sult4a1",-0.927229187782702,2.06384336784934,0.00859364653150822,0.118345184587502,51.5,98.5
"Me2",-0.223408304956386,7.53032789507132,0.00866031079133047,0.119133459220892,3129.25,3653
"Dnm1",0.29020059871673,4.75654687175363,0.00867795199094441,0.119246379423391,543.5,444
"3010026O09Rik",0.507258254916709,2.13552556316186,0.00874212568387616,0.119997777302457,92,64.75
"Arhgap42",-0.20213008963947,6.31684410051672,0.00879878882645808,0.120513855194023,1359.25,1563.5
"Ifi203",0.592121382818617,3.00615919307391,0.00879004604992966,0.120513855194023,174,115.5
"Epdr1",-0.44087084269131,3.62601398320838,0.00881141314889311,0.120556152628038,190.75,259
"Dock11",0.241645934054681,5.29121978654678,0.00890375768462062,0.12168789691781,776,656.5
"Il1f6",0.550806623731341,3.12938023795343,0.00891385712283797,0.121694364737492,188,128.25
"Elk3",0.222022250672802,6.71766598010539,0.0090025979804948,0.122773294141764,2077.5,1781.25
"Hist1h2bc",-0.333360091907233,4.75464128393574,0.00902746797768858,0.122979795446055,436.75,551
"Pmvk",-0.231512774937849,5.93417899050793,0.00906074473726084,0.123300252926213,1031,1210.25
"Lad1",0.233433655562581,7.35518305281711,0.00911063151591481,0.123799935797713,3245,2760.25
"Samd4",-0.476456497952017,4.25196091612127,0.00911704953549048,0.123799935797713,291.25,405.5
"Igf2",0.330023295987912,6.78640391736586,0.00916661852674902,0.12433947576734,2254.5,1792.75
"Basp1",0.415285850750901,4.87541288894366,0.00919379559379369,0.124574452193719,612.75,459.75
"3632451O06Rik",-0.535451423245057,3.45653655773944,0.00937139045659048,0.126617684882373,163.25,236.5
"Igf2bp3",0.660712000628255,2.2447566011543,0.00937463637477463,0.126617684882373,103,65.5
"Nr4a2",-0.467676561069905,4.17372560675998,0.00937049644571638,0.126617684882373,276.25,382.5
"Syt8",0.650359666200945,1.52306807464652,0.00945405037654952,0.1275540073216,61.5,39
"Plet1",0.311541153370851,5.65294002070591,0.00947296171402939,0.127627183172615,1020.25,822.5
"Psme1",0.179720428827508,7.36598840703785,0.00948420005727348,0.127627183172615,3213.5,2837
"Rgs2",-0.286118124236084,5.31349908587893,0.0094897604953534,0.127627183172615,656.25,800.25
"Apba3",-0.22593893565475,5.26290642394252,0.00951028117651019,0.127631607891127,648.25,758
"Lpcat4",0.208615840735485,6.10288625247196,0.00950248407767028,0.127631607891127,1350,1168.5
"Incenp",0.222042174352213,7.2498150874934,0.00954466479409403,0.127957213496221,3006,2576.75
"Tbpl1",-0.280675039562569,5.48835912343073,0.00956402372335616,0.128080919396895,742.25,902
"Nfya",-0.193884184867189,6.77203370271476,0.0096022096327448,0.128320437819408,1870,2138.5
"Ppp1r3b",0.311667434814247,7.19083961102901,0.00959607670123619,0.128320437819408,2967.25,2390.5
"1700048O20Rik",-0.796072212634284,2.42876023586906,0.00963861559785126,0.128670938107746,71,123.5
"Aldoc",0.402216979894386,5.95471523654539,0.00967895503520944,0.128893791429603,1293.25,978.75
"Cdon",-0.207524205231269,6.24198327390897,0.00970628772670325,0.128893791429603,1287.75,1487
"Cxcl17",0.303998306873203,6.25635028390297,0.0096980788567656,0.128893791429603,1547.25,1253.5
"H2-Q7",0.756503339679183,2.60015663544409,0.00968388292796999,0.128893791429603,136.25,80.5
"Lgals12",0.468227797265503,3.26850510055496,0.00970157768986359,0.128893791429603,202.5,146.25
"Col12a1",0.404587114491436,7.78363178759504,0.0097178440867013,0.12891184149431,4604.75,3478
"Mfsd2a",-0.316431942065621,4.87918470883371,0.00982464205192168,0.130055628084182,479.75,597
"Mylk",-0.3598941219561,8.59345732518007,0.00981659362361645,0.130055628084182,6208,7967.25
"Btaf1",0.238411145518319,6.23060940327907,0.00986750714803783,0.130350078751823,1489.25,1262
"Dars2",0.251122331453763,5.18044595354111,0.00986608172579829,0.130350078751823,720.5,605.75
"Phf11d",0.302488704894935,4.80161389444444,0.00988165132318345,0.130400663911989,562.75,456.25
"Mrpl9",-0.184540602066684,6.50352316212515,0.0099958380711557,0.131769952967206,1557.25,1769.75
"Atp2a3",-0.236528930877605,6.6686241061111,0.0100466438663984,0.132301741415634,1712.5,2018
"Dnajb1",-0.253158179506925,6.36368229018003,0.0100617781864019,0.132363163197183,1378,1641.75
"Pkd2",-0.252627472760841,6.57319015585467,0.0101502151110153,0.133387754088831,1593.5,1898
"Aig1",-0.249926575281744,4.73714282090359,0.0102023721682942,0.13393394491337,445.5,530
"Brca2",0.337345269933658,4.68008220205814,0.0103032051710029,0.134977326188414,522.75,413.5
"Icmt",-0.18449997701775,6.33097745665338,0.0103007381810248,0.134977326188414,1381.75,1569.75
"Socs3",0.436263150457517,3.45775802876317,0.0103152670468503,0.134995451352258,229,169
"Dpp4",0.260654540044747,7.53651114720282,0.0103750845489892,0.135591335015892,3712.75,3098.5
"Limch1",-0.273659407776865,6.62366527576004,0.0103822506166258,0.135591335015892,1637.25,1979
"Rad51ap1",0.258300333630126,5.12383171797068,0.0103990635742041,0.13567075511361,695,580.75
"Got1",-0.243680811696328,5.25283819561794,0.0104277693798868,0.135905010825287,639.75,757.25
"Ccr1",0.60090650866059,3.05626851584925,0.01044296616915,0.135962902482384,180.5,119.25
"Rplp0",0.312548238776911,9.94678572254686,0.0105096062791397,0.13668975574165,20064.5,16156.5
"Tcf7",-0.308060210522945,4.76140212483068,0.0105379324650031,0.136917309581263,443.75,549
"Mal2",0.187657067154477,8.35074365494509,0.0105865115894846,0.137407268495137,6377.75,5600.5
"Bmi1",-0.203149666705262,5.97973627770059,0.0106240392265595,0.13747093541675,1075,1237.75
"Eno1",0.24083284443594,7.50130607035344,0.0106161282898798,0.13747093541675,3599.75,3046.5
"Tmem123",-0.200819748887287,8.83011123175729,0.0106034408054589,0.13747093541675,7771,8931.25
"Hyi",-0.470103182051955,3.4314599498575,0.0106634487264022,0.137698997751968,164.75,227.75
"Loxl2",-0.323722991069868,5.52687870373403,0.0106581546965524,0.137698997751968,750,938.75
"Prickle2",-0.432891893778155,4.30782923211535,0.010685806354787,0.137846901976752,308.25,415.75
"Faah",0.202923869391416,6.55548285697613,0.010735397235812,0.138345455509822,1845.25,1602.75
"Zmym3",0.203702891711926,6.49175113220127,0.0107951615327572,0.138973963439019,1766,1532.75
"Capza1",-0.781435795285232,4.32214276551628,0.0108376858785986,0.13931006522984,268.75,462
"Thbs3",-0.359840845835997,4.44805525069573,0.0108433083520142,0.13931006522984,349.5,448.25
"Fanci",0.263708980221721,4.86353045039456,0.0109692670210776,0.140666954467904,580.5,483.25
"Ints7",0.17807473313592,6.79635327562114,0.0109711767999805,0.140666954467904,2163.5,1911.75
"Tstd2",-0.240512497847123,5.3066667058007,0.0110279772026503,0.141251963319053,665,784.75
"Zfp516",-0.19636804852107,6.6510828900408,0.0110562378452299,0.14147060611275,1717.75,1967.75
"Bicc1",-0.387741807522133,4.84777295042943,0.0110893073727528,0.141607094753879,456.25,597.25
"Uhrf1",0.205665383817958,7.52637838157243,0.0110855519460522,0.141607094753879,3622.25,3140.5
"Fhl1",-0.332279116669044,6.42023986481773,0.0111607636094489,0.14216329611663,1389.75,1749.75
"Hoxa10",-0.304657684031796,6.71968784764579,0.0111777316744203,0.14216329611663,1729.75,2135.75
"Ogfr",0.170956165535581,7.13041425035265,0.0111778449881292,0.14216329611663,2721.5,2417
"Slc15a1",0.524091476574934,3.76032172433045,0.0111739710059198,0.14216329611663,290.25,201.75
"AI662270",0.686607633536216,1.62326707343609,0.0111960722685207,0.14220556323748,67,41.5
"Esam",-0.239444169116595,5.60884661839674,0.0112036656371247,0.14220556323748,820.5,968
"Efnb2",-0.166252217701341,9.32438605038251,0.0112437746195301,0.142492894281967,11087.25,12441
"Hpgd",-0.486214515640565,4.60599897875057,0.0112488457912833,0.142492894281967,371,519.75
"Pla2g4a",-0.190374169706756,8.78152902297511,0.0112735425523153,0.142662787734104,7542.5,8606.75
"Fsd1l",-0.402588544664273,4.47054332580624,0.0113187280620525,0.143091360160467,349,461.25
"Ptch2",-0.975262280874887,1.59319223781575,0.0114464216763857,0.144561101731137,36.25,71
"1700024P16Rik",0.255218082091129,5.68551780700009,0.0114594235798004,0.14458087115353,1025.25,859
"Tiam2",-0.377138340876879,3.71033998542886,0.0114791971328787,0.144685952296962,208.25,270
"Lonrf2",-0.579083310851157,2.45774990169919,0.0115199077466966,0.145054455910098,79.5,119
"Med24",0.203883767385511,9.03592053756712,0.0115589455959486,0.14540118430247,10310.25,8952.5
"Srsf10",-0.225518056360159,6.70280505868018,0.0116088598479903,0.145883902781604,1761.5,2058.75
"Clint1",0.165338336898528,8.12300957665528,0.0116809864237037,0.14606432281747,5407.25,4821.5
"Epha7",0.324083946058635,4.40344286760266,0.0116760432010522,0.14606432281747,429,342.75
"Gm15500",0.448791850333138,2.86119605768452,0.0116681182750671,0.14606432281747,151.5,111.25
"Synm",-0.492530323204768,2.72586093440863,0.0116442479767689,0.14606432281747,99.25,140.25
"Wdr47",-0.307420790120065,4.29314210688572,0.0116539993930151,0.14606432281747,320.25,396
"Cers2",-0.169973570352668,7.22237121792494,0.0117357603803182,0.146604231944647,2578,2900.25
"Pnp",0.211283984181112,6.04437008514119,0.0117761236604197,0.146846943718476,1297.25,1120.5
"Tmem171",0.394643527931442,3.94006825477089,0.0117784212095028,0.146846943718476,317,241.5
"Fli1",-0.449638424681834,3.24090976066646,0.0118064374617065,0.146993430706273,145.25,198.75
"Spopl",0.232217859387188,4.98215035511723,0.0118134255337425,0.146993430706273,624.5,531
"Sdpr",-0.422984100073567,5.2233886686873,0.0118279116253246,0.14702896633958,584.25,783.75
"4933426M11Rik",-0.1809798569489,6.485184417093,0.0118773807596079,0.147498867940043,1539.75,1745
"Plekha7",0.192937828909596,5.52694861610702,0.0118961902476858,0.147499216681882,900.25,787.5
"Prkdc",0.273955440745939,5.02358286741121,0.0119007436335643,0.147499216681882,651.25,538.25
"Tesk1",-0.233345659208288,4.87460151443524,0.0119152491433006,0.147534358148488,493.25,580
"Fbrsl1",0.23282673716263,6.25801960316318,0.0119360286961734,0.147647039899241,1515.25,1288.75
"Eda",0.268716579579512,5.47446012657178,0.0119634729520099,0.147841862228064,889.25,738
"Cdc42ep3",-0.439739289145139,3.66098020313357,0.0120430508553993,0.148679930580037,195.5,265.5
"Pola1",0.192456438457932,6.54006774789949,0.0121194710939689,0.149371342038085,1819,1592
"Tnfaip8l3",-0.635467939201649,2.51244248062323,0.0121226860410596,0.149371342038085,80.5,125.5
"Fblim1",-0.192089405344747,6.80089751659362,0.0121669570068003,0.149770857332006,1908.5,2180.75
"5430417L22Rik",-0.251650694747685,4.6441860313646,0.0122209364844219,0.15014293395147,417.25,496.75
"Rab17",0.406297676284059,3.9712954972154,0.0122207954011801,0.15014293395147,325.25,246
"Desi2",-0.25268215564795,6.0668166085257,0.0123344097719619,0.151389911006934,1121.5,1336
"Lmnb1",0.166889243913751,8.30150705286561,0.0123527660244244,0.151468155267481,6122.75,5453.5
"Gpx7",-0.260265255657848,4.51784050680491,0.0123796028578907,0.151503329457361,381,456.5
"Sesn1",-0.347758467810631,6.04442766918252,0.0123706757462378,0.151503329457361,1064.75,1355.25
"Dtx3l",0.22096922509083,6.34081676558857,0.0123968407299542,0.151567563354043,1599,1371.5
"Clcn4-2",-0.189182637330875,6.30967973692815,0.0124801042226029,0.151759035739819,1359,1549
"Dtnb",0.208239227040585,5.44304719225654,0.0124871792321607,0.151759035739819,853.5,738.75
"Inpp5d",0.381260258568485,4.07073612869256,0.0124376833987384,0.151759035739819,346,265.75
"Klhl26",0.230392980483075,5.23468641128309,0.0124965318940952,0.151759035739819,743.25,633.75
"Mov10",0.236103652152212,5.51708005528246,0.0124964358589851,0.151759035739819,907,769.25
"Neurl1a",-0.52131345872799,2.95775366881076,0.0124620588404888,0.151759035739819,115.75,166.25
"S100a1",-0.242495291557859,5.27837343840334,0.0124869719253668,0.151759035739819,651,770.5
"Caprin2",-0.393373512975092,4.74996997148031,0.0125266902162625,0.151833574030672,425.75,559
"Rnft1",-0.215842162500832,5.51712587412313,0.0125183464087563,0.151833574030672,776,901.5
"Fam208b",0.205898405292127,6.0601574782576,0.0125568510947122,0.15205336354344,1309.75,1134.75
"Map3k14",0.30166189448397,4.40405267143818,0.0127028352137232,0.153673916528123,426.25,346
"Cand2",0.211805825303334,5.40390949723959,0.0127255453137562,0.153801475962242,831.5,718
"Htt",0.220225560647154,6.20247708868329,0.0127597699438255,0.154054742433941,1452,1246.25
"Kif20a",0.195580822701875,6.73313352919669,0.0127708724941283,0.154054742433941,2082.25,1818.25
"Plch2",0.263730770936874,5.79645930548672,0.0127867324414621,0.154099019566219,1110.5,925
"Traip",0.254751080018711,4.78817060648536,0.0128419407315494,0.154616966407855,549.25,460.25
"Tenm1",0.548894766187592,2.2304318433498,0.0129520087927576,0.15579381080689,100,68.25
"Ankrd37",0.573857301597891,3.6447738345328,0.0129876928404081,0.155819612401317,271.75,182.5
"Lepr",-0.370147482689296,5.113717371445,0.012989482297556,0.155819612401317,553,714.75
"Samd5",-0.519310398692045,2.03181209208023,0.0129911304754776,0.155819612401317,60,86.25
"Clec11a",-0.506104892125288,3.13099038087454,0.0130130577766654,0.155934669585407,131.5,187
"Tm4sf1",-0.341070483828261,4.75505657157178,0.013041382663206,0.156126098132813,435.5,552
"Fam83f",0.530530416124439,2.41390686865211,0.013073713585216,0.15636507771457,113,78
"Atp2a2",-0.225945840189574,8.83932571408554,0.0131166807172784,0.156730697190768,7747.75,9061.5
"Myh14",0.24681997784018,6.86483408761745,0.0131342883217419,0.156792892316772,2319.25,1954.25
"Wnt7a",-0.195719579741373,6.62091307286516,0.0131487699638708,0.156817688569108,1682.5,1926.75
"Pip5k1b",-0.362298642237727,3.88286521430117,0.0131628836381561,0.156838053679142,235.5,302.75
"Chek2",0.221841252611013,5.16118806365114,0.013245664719232,0.157675794143627,704.75,604.25
"Irf6",-0.219056456325856,8.81161658261457,0.0132952820709319,0.158117550273491,7620,8869.5
"Mdfi",0.348335665592236,3.74033881683093,0.0134064343457439,0.159289608081667,272.25,213.75
"Ddx60",0.452417547186513,4.47461583684977,0.0134702000872833,0.159896966669892,469.25,342.25
"Dcun1d2",-0.22248465674654,5.08457647383518,0.0134894499937647,0.159975259682151,573.5,669
"Cisd2",-0.181630122964121,5.99894006072247,0.0135197171039187,0.160033954707622,1098,1245.75
"Tshz1",-0.221654415220884,6.27472703720027,0.0135129754791229,0.160033954707622,1310.75,1528
"Trim21",0.287022845504974,4.7175284566456,0.013548572380593,0.160225493017266,528.25,432.5
"Erdr1",0.798812250422517,3.983743353056,0.0136170079646849,0.160734094014516,364.5,209.5
"Nt5e",0.217022598076781,5.89845948048772,0.0136157582254361,0.160734094014516,1174.75,1010
"Nacad",-0.473310983028621,2.23978094943216,0.0136469473869472,0.160890568194467,71,98.75
"Unc45b",-0.595149278693703,1.71508935802833,0.0136557174238778,0.160890568194467,46.5,70.75
"Mettl20",0.219576742227062,5.16276090055083,0.0136855472149939,0.161091888167554,705,605.25
"Serinc3",-0.233720079880901,8.54211606167788,0.0137098686502035,0.161228055326393,6287.5,7392.75
"H6pd",0.178812602324878,6.61032045991605,0.0138231965534285,0.162409712665839,1901.5,1679.75
"Cfh",0.204850041723798,8.47710818469827,0.0138636446903134,0.162582742277312,7000.75,6074.25
"Cox18",-0.393158658603369,4.13833606613298,0.01385185858277,0.162582742277312,278.25,365.25
"Dzip1",-0.276435540639598,4.79108975049594,0.0139984347437216,0.164011317914855,458.5,554.75
"Pde2a",-0.30143196839006,4.89057262126549,0.0140211567518527,0.164125429311964,486.5,599.5
"Ttc9",0.307274374061192,4.3130574591456,0.0140695827254707,0.164539930449029,401,324
"Cfl2",-0.202699549012578,6.08805070052787,0.0141728710396944,0.165289147309794,1159.25,1334
"Ptpn22",-0.231368703192145,6.52267430050336,0.0141525046849017,0.165289147309794,1550.5,1820.75
"Vopp1",-0.166510580317467,6.45743846174894,0.0141600776211454,0.165289147309794,1518.25,1703.75
"Cldn15",-0.471617894894282,3.36788997653171,0.0141932051576965,0.165373732353547,157.25,218.75
"Itgb6",0.371465228351386,3.97298825795651,0.0142798251038267,0.166229787258359,322.5,249.25
"Usp31",-0.274612086484197,5.01434800913565,0.0143779613808253,0.167218204026121,535.75,647.25
"Mast1",0.670588783598241,1.46163157228178,0.0144518445247387,0.167768795667353,59,37
"Rrm1",0.208968950951233,8.75081035045941,0.0144484680707634,0.167768795667353,8475.5,7332.75
"Far2",-0.399072619531514,3.61877496885925,0.0144666184710556,0.16778623001017,193.25,254.5
"Mcm7",0.172710466867115,7.35258672119826,0.0145040980883837,0.168066735135973,3176.5,2818.25
"Tspan1",0.223344899099653,7.32678084279642,0.0145685036478447,0.168658446076971,3171.25,2716.5
"Des",-0.265848333207336,6.85875033110644,0.0146303703001597,0.169219708448874,1932.75,2324.25
"Mapk10",-0.503388419188149,2.98433432591694,0.0146469462762823,0.169256576622268,119,168.25
"Snhg6",-0.402151904027999,4.84102128978075,0.0147272260977486,0.170028851440856,452,597.25
"Ifi47",0.358040894159197,5.23591347398952,0.014766122245382,0.170322369914342,774.75,604
"Tfdp1",0.162650577519671,6.72912834441742,0.0148049336140999,0.170614376252917,2054.5,1835
"Acta2",-0.326287198696111,9.79409261666231,0.0148305534163163,0.170753967476385,14457.25,18126.75
"Gata2",-0.224420721767597,7.99242000812749,0.0148740577602574,0.170969341784285,4309.5,5034.5
"Pfkl",0.2645074509677,8.42216968178518,0.0148763072269193,0.170969341784285,6868.5,5718.25
"RP23-410L16.1",0.312532567061359,4.03966220992501,0.0149339146852184,0.171475521753434,331.5,267.25
"Rwdd3",0.557661396922677,2.95666085104797,0.0149649496985345,0.171675947449068,166.75,113.5
"Gm3608",1.05963824703245,3.34347003105994,0.0149810170096,0.171704457874309,247.75,119.25
"Gng11",-0.292609207389568,4.2501973357017,0.0150422767143229,0.172250418679773,312.75,383
"Agrn",0.206672310991919,8.7731034900687,0.0151415432115999,0.173139257528798,8601.5,7452.5
"Gas2",0.346770466762086,4.55833045057424,0.0151603307300466,0.173139257528798,481.25,378.25
"Ttc7",0.197748172693707,5.96473075804383,0.0151609838699873,0.173139257528798,1222.25,1065.25
"Gm14403",-0.544074619669214,1.65675540821983,0.015232263698557,0.17339211530886,45.5,66.75
"Hsph1",-0.460678045504676,7.00198694627001,0.0152311988481469,0.17339211530886,1979,2723.5
"Kpna3",-0.185310330035088,6.99731551438413,0.0152274277550995,0.17339211530886,2192.75,2493.25
"Nipal3",-0.198208127327538,6.19931861049964,0.0152379876687346,0.17339211530886,1254.5,1439.25
"Alox5ap",0.259659104668428,5.27275483184779,0.015290968322016,0.173838508567379,770.25,644
"Cxcl10",0.755352217541317,2.37584443774805,0.0153563126300211,0.174424532137221,117.25,69.25
"Bend5",0.219045574646379,4.951019246884,0.0154157150674687,0.174486262587206,608.25,522.5
"Mamdc2",-0.546645871336557,4.59538291633051,0.0154169558068272,0.174486262587206,359.5,524.75
"Npc1",-0.214901789162553,5.8576428262238,0.0154002318906901,0.174486262587206,983.5,1141.5
"Snrnp200",0.1933815146978,7.60900604352773,0.0153874435977433,0.174486262587206,3820.75,3341.25
"Morf4l1",-0.255995872751105,5.47650193347374,0.0154863086249319,0.175114412912692,743.75,887.5
"Aaas",0.199227260385129,5.89822023708183,0.0155966385593977,0.175223319517192,1168,1017
"Irf9",0.21334481132535,6.89892550646101,0.0155127705298612,0.175223319517192,2349.5,2026.25
"Kif11",0.187194335451133,7.38063125854924,0.015539979684145,0.175223319517192,3254.5,2858.25
"Lats2",-0.291289546057598,5.17444662344028,0.0156414672892915,0.175223319517192,595,727.25
"Nrde2",0.221785406463458,4.94106796931018,0.015646374911591,0.175223319517192,604.75,518.25
"Prkd3",-0.165201878950638,6.87095100736425,0.0156349566514483,0.175223319517192,2023.5,2268.75
"Sec24d",-0.273803873374102,6.50704325554832,0.0156305014102239,0.175223319517192,1510.25,1825.25
"Slc35f5",-0.204010535536561,6.87579317172339,0.0156484043454287,0.175223319517192,2001.25,2305.75
"Ssx2ip",-0.193782634188647,7.18520205747139,0.0155588863961559,0.175223319517192,2490.25,2848
"Tspan13",-0.262463394754477,5.24214846454936,0.0155465965175895,0.175223319517192,629.75,755.75
"Zc3hav1",0.184321882249089,6.84219569303029,0.0155808703919255,0.175223319517192,2238,1969
"Lhpp",-0.236754344100963,4.91604023674406,0.0157353436607103,0.175885247178337,507.5,597.75
"Stard5",0.209181947189492,5.69966555367735,0.0157314505820868,0.175885247178337,1020.25,882.5
"Mfhas1",-0.193656898538473,6.38134976165548,0.015762988163156,0.176038601023514,1425.75,1630.75
"Elmod2",-0.266841679324465,4.4721113401067,0.0158658817319984,0.176875200049315,368.25,443
"Pdcd4",-0.160279311139761,7.66838802336044,0.0158629743723269,0.176875200049315,3524.75,3939
"Ube2c",0.208134033451425,7.34052223602236,0.0159115840203687,0.177228409855067,3186.25,2758.75
"Itgb8",0.433546759438936,3.53742687262258,0.0159943030374488,0.177992939260059,241.75,178.75
"Ppm1k",0.496511623067728,2.61103687872774,0.0160540169446742,0.178500336160572,128.75,91.25
